key,type,encoding,value
SPN6005,data,string,Switched Power Output #23 Command
SPN6006,data,string,Switched Power Output #22 Command
SPN6007,data,string,Switched Power Output #21 Command
SPN6008,data,string,Switched Power Output #28 Command
SPN6009,data,string,Switched Power Output #27 Command
SPN6010,data,string,Switched Power Output #26 Command
SPN6011,data,string,Switched Power Output #25 Command
SPN6012,data,string,Switched Power Output #32 Command
SPN6013,data,string,Switched Power Output #31 Command
SPN6014,data,string,Switched Power Output #30 Command
SPN6015,data,string,Switched Power Output #29 Command
SPN6016,data,string,Fused Output #4
SPN6017,data,string,Fused Output #3
SPN6018,data,string,Fused Output #2
SPN6019,data,string,Fused Output #1
SPN6020,data,string,Fused Output #8
SPN6021,data,string,Fused Output #7
SPN6022,data,string,Fused Output #6
SPN6023,data,string,Fused Output #5
SPN6024,data,string,Fused Output #12
SPN6025,data,string,Fused Output #11
SPN6026,data,string,Fused Output #10
SPN6027,data,string,Fused Output #9
SPN6028,data,string,Fused Output #16
SPN6029,data,string,Fused Output #15
SPN6030,data,string,Fused Output #14
SPN6031,data,string,Fused Output #13
SPN6032,data,string,Fused Output #20
SPN6033,data,string,Fused Output #19
SPN6034,data,string,Fused Output #18
SPN6035,data,string,Fused Output #17
SPN6036,data,string,Fused Output #24
SPN6037,data,string,Fused Output #23
SPN6038,data,string,Fused Output #22
SPN6039,data,string,Fused Output #21
SPN6040,data,string,Fused Output #28
SPN6041,data,string,Fused Output #27
SPN6042,data,string,Fused Output #26
SPN6043,data,string,Fused Output #25
SPN6044,data,string,Fused Output #32
SPN6045,data,string,Fused Output #31
SPN6046,data,string,Fused Output #30
SPN6047,data,string,Fused Output #29
SPN6048,data,string,Switched Output #4
SPN6049,data,string,Switched Output #3
SPN6050,data,string,Switched Output #2
SPN6051,data,string,Switched Output #1
SPN6052,data,string,Switched Output #8
SPN6053,data,string,Switched Output #7
SPN6054,data,string,Switched Output #6
SPN6055,data,string,Switched Output #5
SPN6056,data,string,Switched Output #12
SPN6057,data,string,Switched Output #11
SPN6058,data,string,Switched Output #10
SPN6059,data,string,Switched Output #9
SPN6060,data,string,Switched Output #16
SPN6061,data,string,Switched Output #15
SPN6062,data,string,Switched Output #14
SPN6063,data,string,Switched Output #13
SPN6064,data,string,Switched Output #20
SPN6065,data,string,Switched Output #19
SPN6066,data,string,Switched Output #18
SPN6067,data,string,Switched Output #17
SPN6068,data,string,Switched Output #24
SPN6069,data,string,Switched Output #23
SPN6070,data,string,Switched Output #22
SPN6071,data,string,Switched Output #21
SPN6072,data,string,Switched Output #28
SPN6073,data,string,Switched Output #27
SPN6074,data,string,Switched Output #26
SPN6075,data,string,Switched Output #25
SPN6076,data,string,Switched Output #32
SPN6077,data,string,Switched Output #31
SPN6078,data,string,Switched Output #30
SPN6079,data,string,Switched Output #29
SPN6080,data,string,Fused Output #1 Current
SPN6081,data,string,Fused Output #2 Current
SPN6082,data,string,Fused Output #3 Current
SPN6083,data,string,Fused Output #4 Current
SPN6084,data,string,Fused Output #5 Current
SPN6085,data,string,Fused Output #6 Current
SPN6086,data,string,Fused Output #7 Current
SPN6087,data,string,Fused Output #8 Current
SPN6088,data,string,Fused Output #9 Current
SPN6089,data,string,Fused Output #10 Current
SPN6090,data,string,Fused Output #11 Current
SPN6091,data,string,Fused Output #12 Current
SPN6092,data,string,Fused Output #13 Current
SPN6093,data,string,Fused Output #14 Current
SPN6094,data,string,Fused Output #15 Current
SPN6095,data,string,Fused Output #16 Current
SPN6096,data,string,Fused Output #17 Current
SPN6097,data,string,Fused Output #18 Current
SPN6098,data,string,Fused Output #19 Current
SPN6099,data,string,Fused Output #20 Current
SPN6100,data,string,Fused Output #21 Current
SPN6101,data,string,Fused Output #22 Current
SPN6102,data,string,Fused Output #23 Current
SPN6103,data,string,Fused Output #24 Current
SPN6104,data,string,Fused Output #25 Current
SPN6105,data,string,Fused Output #26 Current
SPN6106,data,string,Fused Output #27 Current
SPN6107,data,string,Fused Output #28 Current
SPN6108,data,string,Fused Output #29 Current
SPN6109,data,string,Fused Output #30 Current
SPN6110,data,string,Fused Output #31 Current
SPN6111,data,string,Fused Output #32 Current
SPN6112,data,string,Switched Output #1 Current
SPN6113,data,string,Switched Output #2 Current
SPN6114,data,string,Switched Output #3 Current
SPN6115,data,string,Switched Output #4 Current
SPN6116,data,string,Switched Output #5 Current
SPN6117,data,string,Switched Output #6 Current
SPN6118,data,string,Switched Output #7 Current
SPN6119,data,string,Switched Output #8 Current
SPN6120,data,string,Switched Output #9 Current
SPN6121,data,string,Switched Output #10 Current
SPN6122,data,string,Switched Output #11 Current
SPN6123,data,string,Switched Output #12 Current
SPN6124,data,string,Switched Output #13 Current
SPN6125,data,string,Switched Output #14 Current
SPN6126,data,string,Switched Output #15 Current
SPN6127,data,string,Switched Output #16 Current
SPN6128,data,string,Switched Output #17 Current
SPN6129,data,string,Switched Output #18 Current
SPN6130,data,string,Switched Output #19 Current
SPN6131,data,string,Switched Output #20 Current
SPN6132,data,string,Switched Output #21 Current
SPN6133,data,string,Switched Output #22 Current
SPN6134,data,string,Switched Output #23 Current
SPN6135,data,string,Switched Output #24 Current
SPN6136,data,string,Switched Output #25 Current
SPN6137,data,string,Switched Output #26 Current
SPN6138,data,string,Switched Output #27 Current
SPN6139,data,string,Switched Output #28 Current
SPN6140,data,string,Switched Output #29 Current
SPN6141,data,string,Switched Output #30 Current
SPN6142,data,string,Switched Output #31 Current
SPN6143,data,string,Switched Output #32 Current
SPN6144,data,string,Transmission Shift Rail 1
SPN6145,data,string,Transmission Shift Rail 2
SPN6146,data,string,Transmission Shift Rail 3
SPN6147,data,string,Transmission Shift Rail 4
SPN6148,data,string,Transmission Shift Rail 5
SPN6149,data,string,Transmission Shift Rail 6
SPN6150,data,string,Transmission Clutch 1
SPN6151,data,string,Transmission Clutch 2
SPN6152,data,string,Transmission Synchronizer 1
SPN6153,data,string,Transmission Synchronizer 2
SPN6154,data,string,Transmission Synchronizer 3
SPN6155,data,string,Transmission Synchronizer 4
SPN6156,data,string,Transmission Synchronizer 5
SPN6157,data,string,Transmission Synchronizer 6
SPN6158,data,string,Transmission Synchronizer 7
SPN6159,data,string,Transmission Neutral Selector 2
SPN6160,data,string,Transmission Alternate Shift Schedule Selector
SPN6161,data,string,Engine Cylinder 1 Pressure
SPN6162,data,string,Engine Cylinder 2 Pressure
SPN6163,data,string,Engine Cylinder 3 Pressure
SPN6164,data,string,Engine Cylinder 4 Pressure
SPN6165,data,string,Engine Cylinder 5 Pressure
SPN6166,data,string,Engine Cylinder 6 Pressure
SPN6167,data,string,Engine Cylinder 7 Pressure
SPN6168,data,string,Engine Cylinder 8 Pressure
SPN6169,data,string,Engine Cylinder 9 Pressure
SPN6170,data,string,Engine Cylinder 10 Pressure
SPN6171,data,string,Engine Cylinder 11 Pressure
SPN6172,data,string,Engine Cylinder 12 Pressure
SPN6173,data,string,Engine Cylinder 13 Pressure
SPN6174,data,string,Engine Cylinder 14 Pressure
SPN6175,data,string,Engine Cylinder 15 Pressure
SPN6176,data,string,Engine Cylinder 16 Pressure
SPN6177,data,string,Engine Cylinder 17 Pressure
SPN6178,data,string,Engine Cylinder 18 Pressure
SPN6179,data,string,Engine Cylinder 19 Pressure
SPN6180,data,string,Engine Cylinder 20 Pressure
SPN6181,data,string,Engine Cylinder 1 Gaseous Fuel Valve
SPN6182,data,string,Engine Cylinder 2 Gaseous Fuel Valve
SPN6183,data,string,Engine Cylinder 3 Gaseous Fuel Valve
SPN6184,data,string,Engine Cylinder 4 Gaseous Fuel Valve
SPN6185,data,string,Engine Cylinder 5 Gaseous Fuel Valve
SPN6186,data,string,Engine Cylinder 6 Gaseous Fuel Valve
SPN6187,data,string,Engine Cylinder 7 Gaseous Fuel Valve
SPN6188,data,string,Engine Cylinder 8 Gaseous Fuel Valve
SPN6189,data,string,Engine Cylinder 9 Gaseous Fuel Valve
SPN6190,data,string,Engine Cylinder 10 Gaseous Fuel Valve
SPN6191,data,string,Engine Cylinder 11 Gaseous Fuel Valve
SPN6192,data,string,Engine Cylinder 12 Gaseous Fuel Valve
SPN6193,data,string,Engine Cylinder 13 Gaseous Fuel Valve
SPN6194,data,string,Engine Cylinder 14 Gaseous Fuel Valve
SPN6195,data,string,Engine Cylinder 15 Gaseous Fuel Valve
SPN6196,data,string,Engine Cylinder 16 Gaseous Fuel Valve
SPN6197,data,string,Engine Cylinder 17 Gaseous Fuel Valve
SPN6198,data,string,Engine Cylinder 18 Gaseous Fuel Valve
SPN6199,data,string,Engine Cylinder 19 Gaseous Fuel Valve
SPN6200,data,string,Engine Cylinder 20 Gaseous Fuel Valve
SPN6201,data,string,Engine Turbocharger Compressor Blowoff Actuator 1 Command
SPN6202,data,string,Engine Control Module 1 Ready for Use Lamp Data
SPN6203,data,string,Engine Control Module 2 Ready for Use Lamp Data
SPN6204,data,string,Engine Control Module 3 Ready for Use Lamp Data
SPN6205,data,string,Engine Control Module 1 Ready for Use Lamp Command
SPN6206,data,string,Engine Control Module 2 Ready for Use Lamp Command
SPN6207,data,string,Engine Control Module 3 Ready for Use Lamp Command
SPN6208,data,string,AEBS readiness state
SPN6209,data,string,Engine Coolant Temperature 3
SPN6210,data,string,Aftertreatment 1 Burner
SPN6211,data,string,Aftertreatment 2 Burner
SPN6212,data,string,Aftertreatment 1 Burner Unit Spark Plug
SPN6213,data,string,Aftertreatment 2 Burner Unit Spark Plug
SPN6214,data,string,Engine Ignition Control Module 1 Temperature
SPN6215,data,string,Engine Ignition Control Module 2 Temperature
SPN6216,data,string,Engine Ignition Control Module 1 State
SPN6217,data,string,Engine Ignition Control Module 2 State
SPN6218,data,string,Engine Spark Plug Secondary Voltage Tracking Reset
SPN6219,data,string,Engine Ignition Control Maintenance Hours Reset
SPN6220,data,string,Engine Ignition Control Module 1 Time Remaining
SPN6221,data,string,Engine Ignition Control Module 2 Time Remaining
SPN6222,data,string,Engine Spark Plug 1 Minimum Voltage
SPN6223,data,string,Engine Spark Plug 2 Minimum Voltage
SPN6224,data,string,Engine Spark Plug 3 Minimum Voltage
SPN6225,data,string,Engine Spark Plug 4 Minimum Voltage
SPN6226,data,string,Engine Spark Plug 5 Minimum Voltage
SPN6227,data,string,Engine Spark Plug 6 Minimum Voltage
SPN6228,data,string,Engine Spark Plug 7 Minimum Voltage
SPN6229,data,string,Engine Spark Plug 8 Minimum Voltage
SPN6230,data,string,Engine Spark Plug 9 Minimum Voltage
SPN6231,data,string,Engine Spark Plug 10 Minimum Voltage
SPN6232,data,string,Engine Spark Plug 11 Minimum Voltage
SPN6233,data,string,Engine Spark Plug 12 Minimum Voltage
SPN6234,data,string,Engine Spark Plug 13 Minimum Voltage
SPN6235,data,string,Engine Spark Plug 14 Minimum Voltage
SPN6236,data,string,Engine Spark Plug 15 Minimum Voltage
SPN6237,data,string,Engine Spark Plug 16 Minimum Voltage
SPN6238,data,string,Engine Spark Plug 17 Minimum Voltage
SPN6239,data,string,Engine Spark Plug 18 Minimum Voltage
SPN6240,data,string,Engine Spark Plug 19 Minimum Voltage
SPN6241,data,string,Engine Spark Plug 20 Minimum Voltage
SPN6242,data,string,Engine Spark Plug 21 Minimum Voltage
SPN6243,data,string,Engine Spark Plug 22 Minimum Voltage
SPN6244,data,string,Engine Spark Plug 23 Minimum Voltage
SPN6245,data,string,Engine Spark Plug 24 Minimum Voltage
SPN6246,data,string,Engine Spark Plug 1 Maximum Voltage
SPN6247,data,string,Engine Spark Plug 2 Maximum Voltage
SPN6248,data,string,Engine Spark Plug 3 Maximum Voltage
SPN6249,data,string,Engine Spark Plug 4 Maximum Voltage
SPN6250,data,string,Engine Spark Plug 5 Maximum Voltage
SPN6251,data,string,Engine Spark Plug 6 Maximum Voltage
SPN6252,data,string,Engine Spark Plug 7 Maximum Voltage
SPN6253,data,string,Engine Spark Plug 8 Maximum Voltage
SPN6254,data,string,Engine Spark Plug 9 Maximum Voltage
SPN6255,data,string,Engine Spark Plug 10 Maximum Voltage
SPN6256,data,string,Engine Spark Plug 11 Maximum Voltage
SPN6257,data,string,Engine Spark Plug 12 Maximum Voltage
SPN6258,data,string,Engine Spark Plug 13 Maximum Voltage
SPN6259,data,string,Engine Spark Plug 14 Maximum Voltage
SPN6260,data,string,Engine Spark Plug 15 Maximum Voltage
SPN6261,data,string,Engine Spark Plug 16 Maximum Voltage
SPN6262,data,string,Engine Spark Plug 17 Maximum Voltage
SPN6263,data,string,Engine Spark Plug 18 Maximum Voltage
SPN6264,data,string,Engine Spark Plug 19 Maximum Voltage
SPN6265,data,string,Engine Spark Plug 20 Maximum Voltage
SPN6266,data,string,Engine Spark Plug 21 Maximum Voltage
SPN6267,data,string,Engine Spark Plug 22 Maximum Voltage
SPN6268,data,string,Engine Spark Plug 23 Maximum Voltage
SPN6269,data,string,Engine Spark Plug 24 Maximum Voltage
SPN6270,data,string,Engine Spark Plug 1 Misfire Rate
SPN6271,data,string,Engine Spark Plug 2 Misfire Rate
SPN6272,data,string,Engine Spark Plug 3 Misfire Rate
SPN6273,data,string,Engine Spark Plug 4 Misfire Rate
SPN6274,data,string,Engine Spark Plug 5 Misfire Rate
SPN6275,data,string,Engine Spark Plug 6 Misfire Rate
SPN6276,data,string,Engine Spark Plug 7 Misfire Rate
SPN6277,data,string,Engine Spark Plug 8 Misfire Rate
SPN6278,data,string,Engine Spark Plug 9 Misfire Rate
SPN6279,data,string,Engine Spark Plug 10 Misfire Rate
SPN6280,data,string,Engine Spark Plug 11 Misfire Rate
SPN6281,data,string,Engine Spark Plug 12 Misfire Rate
SPN6282,data,string,Engine Spark Plug 13 Misfire Rate
SPN6283,data,string,Engine Spark Plug 14 Misfire Rate
SPN6284,data,string,Engine Spark Plug 15 Misfire Rate
SPN6285,data,string,Engine Spark Plug 16 Misfire Rate
SPN6286,data,string,Engine Spark Plug 17 Misfire Rate
SPN6287,data,string,Engine Spark Plug 18 Misfire Rate
SPN6288,data,string,Engine Spark Plug 19 Misfire Rate
SPN6289,data,string,Engine Spark Plug 20 Misfire Rate
SPN6290,data,string,Engine Spark Plug 21 Misfire Rate
SPN6291,data,string,Engine Spark Plug 22 Misfire Rate
SPN6292,data,string,Engine Spark Plug 23 Misfire Rate
SPN6293,data,string,Engine Spark Plug 24 Misfire Rate
SPN6294,data,string,Engine Turbocharger 1 Wastegate Actuator 2
SPN6295,data,string,Engine Turbocharger 2 Wastegate Actuator 1
SPN6296,data,string,Engine Turbocharger 2 Wastegate Actuator 2
SPN6297,data,string,Engine Turbocharger 3 Wastegate Actuator 1
SPN6298,data,string,Engine Turbocharger 3 Wastegate Actuator 2
SPN6299,data,string,Engine Turbocharger 4 Wastegate Actuator 1
SPN6300,data,string,Engine Turbocharger 4 Wastegate Actuator 2
SPN6301,data,string,Water in Fuel Indicator 2
SPN6302,data,string,Engine Crankcase Pressure 2
SPN6303,data,string,Engine Coolant Level 2
SPN6304,data,string,Brake Switch and Accelerator Pedal  Incompatible
SPN6305,data,string,Powertrain Circuit Air Supply Pressure
SPN6306,data,string,Powertrain Circuit Air Supply Pressure Request
SPN6307,data,string,Source Address of Controlling Device for Fueling State
SPN6308,data,string,Wheel Lockup Status
SPN6309,data,string,Aftertreatment 1 Diesel Exhaust Fluid Control Module 1 Power Supply 2
SPN6310,data,string,Aftertreatment 2 Diesel Exhaust Fluid Control Module 1 Power Supply 2
SPN6311,data,string,Engine Turbocharger Compressor Blowoff Actuator 1 Preliminary FMI
SPN6312,data,string,Engine Turbocharger Compressor Blowoff Actuator 1 Temperature Status
SPN6313,data,string,Engine Turbocharger Compressor Blowoff Actuator 1 Temperature
SPN6314,data,string,Engine Turbocharger Compressor Blowoff Actuator 1 Desired 
SPN6315,data,string,Engine Turbocharger Compressor Blowoff Actuator 1 
SPN6316,data,string,Engine Turbocharger Compressor Blowoff Actuator 1 Operation Status
SPN6317,data,string,Requested Fuel Type
SPN6318,data,string,Emergency Fuel Limit Inhibit Switch
SPN6319,data,string,Engine Total Hours of Gaseous Fuel Operation
SPN6320,data,string,Engine Total Hours of Diesel Fuel Operation
SPN6321,data,string,Engine Oil Filter Differential Pressure (Extended Range)
SPN6322,data,string,Aftertreatment 1 SCR Desulfation too Frequent
SPN6323,data,string,Engine Fuel Supply Pump
SPN6324,data,string,Aftertreatment 1 Diesel Exhaust Fluid Doser Valve 2
SPN6325,data,string,Aftertreatment 2 Diesel Exhaust Fluid Doser Valve 2
SPN6326,data,string,Aftertreatment 1 Diesel Exhaust Fluid Doser Valve 1 Heater
SPN6327,data,string,Aftertreatment 1 Diesel Exhaust Fluid Doser Valve 2 Heater
SPN6328,data,string,Aftertreatment 2 Diesel Exhaust Fluid Doser Valve 1 Heater
SPN6329,data,string,Aftertreatment 2 Diesel Exhaust Fluid Doser Valve 2 Heater
SPN6330,data,string,Engine Intake Air Source Valve
