key,type,encoding,value
SPN9204,data,string,DC/AC Accessory Inverter 1 Controller Temperature
SPN9205,data,string,DC/AC Accessory Inverter 1 Inverter Electronic Filter Temperature
SPN9206,data,string,DC/AC Accessory Inverter 1 Power Electronics Temperature
SPN9207,data,string,DC/AC Accessory Inverter 1 Coolant In Temperature
SPN9208,data,string,DC/AC Accessory Inverter 1 Coolant Out Temperature
SPN9209,data,string,DC/AC Accessory Inverter 1 Ignition Voltage
SPN9210,data,string,DC/AC Accessory Inverter 1 SLI Voltage
SPN9211,data,string,DC/AC Accessory Inverter 1 Power Limited due to DC Side Current
SPN9212,data,string,DC/AC Accessory Inverter 1 Power Limited due to AC Side RMS Current
SPN9213,data,string,DC/AC Accessory Inverter 1 Power Limited due to DC Side Voltage Minimum
SPN9214,data,string,DC/AC Accessory Inverter 1 Frequency Command below Minimum
SPN9215,data,string,DC/AC Accessory Inverter 1 Frequency Command exceeds Maximum
SPN9216,data,string,DC/AC Accessory Inverter 1 Power Limited due to Controller Temperature
SPN9217,data,string,DC/AC Accessory Inverter 1 Power Limited due to Electronic Filter Temperature
SPN9218,data,string,DC/AC Accessory Inverter 1 Power Limited due to Power Electronics Temperature
SPN9219,data,string,DC/AC Accessory Inverter 1 Power Limited due to Rate of Change Limit
SPN9220,data,string,DC/AC Accessory Inverter 1 Power Limited due to Undefined Reason
SPN9221,data,string,DC/AC Accessory Inverter 1 DC Side Voltage Minimum Limit Request
SPN9222,data,string,DC/AC Accessory Inverter 1 DC Side Current Maximum Limit Request
SPN9223,data,string,DC/AC Accessory Inverter 1 AC Side RMS Voltage Maximum Limit Request
SPN9224,data,string,DC/AC Accessory Inverter 1 AC Side RMS Current Maximum Limit Request
SPN9225,data,string,DC/AC Accessory Inverter 1 DC Side Voltage Minimum Limit Setting
SPN9226,data,string,DC/AC Accessory Inverter 1 DC Side Current Maximum Limit Setting
SPN9227,data,string,DC/AC Accessory Inverter 1 AC Side RMS Voltage Maximum Limit Setting
SPN9228,data,string,DC/AC Accessory Inverter 1 AC Side RMS Current Maximum Limit Setting
SPN9229,data,string,DC/AC Accessory Inverter 1 Total DC Input Charge
SPN9230,data,string,DC/AC Accessory Inverter 1 Total DC Input Energy
SPN9231,data,string,DC/AC Accessory Inverter 2 Controller Temperature
SPN9232,data,string,DC/AC Accessory Inverter 2 Inverter Electronic Filter Temperature
SPN9233,data,string,DC/AC Accessory Inverter 2 Power Electronics Temperature
SPN9234,data,string,DC/AC Accessory Inverter 2 Coolant In Temperature
SPN9235,data,string,DC/AC Accessory Inverter 2 Coolant Out Temperature
SPN9236,data,string,DC/AC Accessory Inverter 2 DC Side Power
SPN9237,data,string,DC/AC Accessory Inverter 2 DC Side Voltage
SPN9238,data,string,DC/AC Accessory Inverter 2 DC Side Current
SPN9239,data,string,DC/AC Accessory Inverter 2 Ignition Voltage
SPN9240,data,string,DC/AC Accessory Inverter 2 SLI Voltage
SPN9241,data,string,DC/AC Accessory Inverter 2 Power Limited due to DC Side Current
SPN9242,data,string,DC/AC Accessory Inverter 2 Power Limited due to AC Side RMS Current
SPN9243,data,string,DC/AC Accessory Inverter 2 Power Limited due to DC Side Voltage Minimum
SPN9244,data,string,DC/AC Accessory Inverter 2 Frequency Command below Minimum
SPN9245,data,string,DC/AC Accessory Inverter 2 Frequency Command exceeds Maximum
SPN9246,data,string,DC/AC Accessory Inverter 2 Power Limited due to Controller Temperature
SPN9247,data,string,DC/AC Accessory Inverter 2 Power Limited due to Electronic Filter Temperature
SPN9248,data,string,DC/AC Accessory Inverter 2 Power Limited due to Power Electronics Temperature
SPN9249,data,string,DC/AC Accessory Inverter 2 Power Limited due to Rate of Change Limit
SPN9250,data,string,DC/AC Accessory Inverter 2 Power Limited due to Undefined Reason
SPN9251,data,string,DC/AC Accessory Inverter 2 DC Side Voltage Minimum Limit Request
SPN9252,data,string,DC/AC Accessory Inverter 2 DC Side Current Maximum Limit Request
SPN9253,data,string,DC/AC Accessory Inverter 2 AC Side RMS Voltage Maximum Limit Request
SPN9254,data,string,DC/AC Accessory Inverter 2 AC Side RMS Current Maximum Limit Request
SPN9255,data,string,DC/AC Accessory Inverter 2 DC Side Voltage Minimum Limit Setting
SPN9256,data,string,DC/AC Accessory Inverter 2 DC Side Current Maximum Limit Setting
SPN9257,data,string,DC/AC Accessory Inverter 2 AC Side RMS Voltage Maximum Limit Setting
SPN9258,data,string,DC/AC Accessory Inverter 2 AC Side RMS Current Maximum Limit Setting
SPN9259,data,string,DC/AC Accessory Inverter 2 Total DC Input Charge
SPN9260,data,string,DC/AC Accessory Inverter 2 Total DC Input Energy
SPN9261,data,string,DC/AC Accessory Inverter 3 Controller Temperature
SPN9262,data,string,DC/AC Accessory Inverter 3 Inverter Electronic Filter Temperature
SPN9263,data,string,DC/AC Accessory Inverter 3 Power Electronics Temperature
SPN9264,data,string,DC/AC Accessory Inverter 3 Coolant In Temperature
SPN9265,data,string,DC/AC Accessory Inverter 3 Coolant Out Temperature
SPN9266,data,string,DC/AC Accessory Inverter 3 DC Side Power
SPN9267,data,string,DC/AC Accessory Inverter 3 DC Side Voltage
SPN9268,data,string,DC/AC Accessory Inverter 3 DC Side Current
SPN9269,data,string,DC/AC Accessory Inverter 3 Ignition Voltage
SPN9270,data,string,DC/AC Accessory Inverter 3 SLI Voltage
SPN9271,data,string,DC/AC Accessory Inverter 3 Power Limited due to DC Side Current
SPN9272,data,string,DC/AC Accessory Inverter 3 Power Limited due to AC Side RMS Current
SPN9273,data,string,DC/AC Accessory Inverter 3 Power Limited due to DC Side Voltage Minimum
SPN9274,data,string,DC/AC Accessory Inverter 3 Frequency Command below Minimum
SPN9275,data,string,DC/AC Accessory Inverter 3 Frequency Command exceeds Maximum
SPN9276,data,string,DC/AC Accessory Inverter 3 Power Limited due to Controller Temperature
SPN9277,data,string,DC/AC Accessory Inverter 3 Power Limited due to Electronic Filter Temperature
SPN9278,data,string,DC/AC Accessory Inverter 3 Power Limited due to Power Electronics Temperature
SPN9279,data,string,DC/AC Accessory Inverter 3 Power Limited due to Rate of Change Limit
SPN9280,data,string,DC/AC Accessory Inverter 3 Power Limited due to Undefined Reason
SPN9281,data,string,DC/AC Accessory Inverter 3 DC Side Voltage Minimum Limit Request
SPN9282,data,string,DC/AC Accessory Inverter 3 DC Side Current Maximum Limit Request
SPN9283,data,string,DC/AC Accessory Inverter 3 AC Side RMS Voltage Maximum Limit Request
SPN9284,data,string,DC/AC Accessory Inverter 3 AC Side RMS Current Maximum Limit Request
SPN9285,data,string,DC/AC Accessory Inverter 3 DC Side Voltage Minimum Limit Setting
SPN9286,data,string,DC/AC Accessory Inverter 3 DC Side Current Maximum Limit Setting
SPN9287,data,string,DC/AC Accessory Inverter 3 AC Side RMS Voltage Maximum Limit Setting
SPN9288,data,string,DC/AC Accessory Inverter 3 AC Side RMS Current Maximum Limit Setting
SPN9289,data,string,DC/AC Accessory Inverter 3 Total DC Input Charge
SPN9290,data,string,DC/AC Accessory Inverter 3 Total DC Input Energy
SPN9291,data,string,DC/AC Accessory Inverter 4 Controller Temperature
SPN9292,data,string,DC/AC Accessory Inverter 4 Inverter Electronic Filter Temperature
SPN9293,data,string,DC/AC Accessory Inverter 4 Power Electronics Temperature
SPN9294,data,string,DC/AC Accessory Inverter 4 Coolant In Temperature
SPN9295,data,string,DC/AC Accessory Inverter 4 Coolant Out Temperature
SPN9296,data,string,DC/AC Accessory Inverter 4 DC Side Power
SPN9297,data,string,DC/AC Accessory Inverter 4 DC Side Voltage
SPN9298,data,string,DC/AC Accessory Inverter 4 DC Side Current
SPN9299,data,string,DC/AC Accessory Inverter 4 Ignition Voltage
SPN9300,data,string,DC/AC Accessory Inverter 4 SLI Voltage
SPN9301,data,string,DC/AC Accessory Inverter 4 Power Limited due to DC Side Current
SPN9302,data,string,DC/AC Accessory Inverter 4 Power Limited due to AC Side RMS Current
SPN9303,data,string,DC/AC Accessory Inverter 4 Power Limited due to DC Side Voltage Minimum
SPN9304,data,string,DC/AC Accessory Inverter 4 Frequency Command below Minimum
SPN9305,data,string,DC/AC Accessory Inverter 4 Frequency Command exceeds Maximum
SPN9306,data,string,DC/AC Accessory Inverter 4 Power Limited due to Controller Temperature
SPN9307,data,string,DC/AC Accessory Inverter 4 Power Limited due to Electronic Filter Temperature
SPN9308,data,string,DC/AC Accessory Inverter 4 Power Limited due to Power Electronics Temperature
SPN9309,data,string,DC/AC Accessory Inverter 4 Power Limited due to Rate of Change Limit
SPN9310,data,string,DC/AC Accessory Inverter 4 Power Limited due to Undefined Reason
SPN9311,data,string,DC/AC Accessory Inverter 4 DC Side Voltage Minimum Limit Request
SPN9312,data,string,DC/AC Accessory Inverter 4 DC Side Current Maximum Limit Request
SPN9313,data,string,DC/AC Accessory Inverter 4 AC Side RMS Voltage Maximum Limit Request
SPN9314,data,string,DC/AC Accessory Inverter 4 AC Side RMS Current Maximum Limit Request
SPN9315,data,string,DC/AC Accessory Inverter 4 DC Side Voltage Minimum Limit Setting
SPN9316,data,string,DC/AC Accessory Inverter 4 DC Side Current Maximum Limit Setting
SPN9317,data,string,DC/AC Accessory Inverter 4 AC Side RMS Voltage Maximum Limit Setting
SPN9318,data,string,DC/AC Accessory Inverter 4 AC Side RMS Current Maximum Limit Setting
SPN9319,data,string,DC/AC Accessory Inverter 4 Total DC Input Charge
SPN9320,data,string,DC/AC Accessory Inverter 4 Total DC Input Energy
SPN9321,data,string,DC/AC Accessory Inverter 5 Device Maximum Frequency
SPN9322,data,string,DC/AC Accessory Inverter 5 Device Minimum Frequency
SPN9323,data,string,DC/AC Accessory Inverter 5 Device Rated Frequency
SPN9324,data,string,DC/AC Accessory Inverter 5 Device Rated RMS Voltage
SPN9325,data,string,DC/AC Accessory Inverter 5 Device Frequency Rate of Change Limit
SPN9326,data,string,DC/AC Accessory Inverter 5 Frequency Command
SPN9327,data,string,DC/AC Accessory Inverter 5 Device 1 Status
SPN9328,data,string,DC/AC Accessory Inverter 5 Device 2 Status
SPN9329,data,string,DC/AC Accessory Inverter 5 Operational Command
SPN9330,data,string,DC/AC Accessory Inverter 5 Frequency
SPN9331,data,string,DC/AC Accessory Inverter 5 AC Side RMS Voltage
SPN9332,data,string,DC/AC Accessory Inverter 5 AC Side Power
SPN9333,data,string,DC/AC Accessory Inverter 5 AC Side RMS Current
SPN9334,data,string,DC/AC Accessory Inverter 5 Operational Status
SPN9335,data,string,DC/AC Accessory Inverter 5 Loadshed Request
SPN9336,data,string,DC/AC Accessory Inverter 5 HVIL Status
SPN9337,data,string,DC/AC Accessory Inverter 5 Controller Temperature
SPN9338,data,string,DC/AC Accessory Inverter 5 Inverter Electronic Filter Temperature
SPN9339,data,string,DC/AC Accessory Inverter 5 Power Electronics Temperature
SPN9340,data,string,DC/AC Accessory Inverter 5 Coolant In Temperature
SPN9341,data,string,DC/AC Accessory Inverter 5 Coolant Out Temperature
SPN9342,data,string,DC/AC Accessory Inverter 5 DC Side Power
SPN9343,data,string,DC/AC Accessory Inverter 5 DC Side Voltage
SPN9344,data,string,DC/AC Accessory Inverter 5 DC Side Current
SPN9345,data,string,DC/AC Accessory Inverter 5 Ignition Voltage
SPN9346,data,string,DC/AC Accessory Inverter 5 SLI Voltage
SPN9347,data,string,DC/AC Accessory Inverter 5 Power Limited due to DC Side Current
SPN9348,data,string,DC/AC Accessory Inverter 5 Power Limited due to AC Side RMS Current
SPN9349,data,string,DC/AC Accessory Inverter 5 Power Limited due to DC Side Voltage Minimum
SPN9350,data,string,DC/AC Accessory Inverter 5 Frequency Command below Minimum
SPN9351,data,string,DC/AC Accessory Inverter 5 Frequency Command exceeds Maximum
SPN9352,data,string,DC/AC Accessory Inverter 5 Power Limited due to Controller Temperature
SPN9353,data,string,DC/AC Accessory Inverter 5 Power Limited due to Electronic Filter Temperature
SPN9354,data,string,DC/AC Accessory Inverter 5 Power Limited due to Power Electronics Temperature
SPN9355,data,string,DC/AC Accessory Inverter 5 Power Limited due to Rate of Change Limit
SPN9356,data,string,DC/AC Accessory Inverter 5 Power Limited due to Undefined Reason
SPN9357,data,string,DC/AC Accessory Inverter 5 DC Side Voltage Minimum Limit Request
SPN9358,data,string,DC/AC Accessory Inverter 5 DC Side Current Maximum Limit Request
SPN9359,data,string,DC/AC Accessory Inverter 5 AC Side RMS Voltage Maximum Limit Request
SPN9360,data,string,DC/AC Accessory Inverter 5 AC Side RMS Current Maximum Limit Request
SPN9361,data,string,DC/AC Accessory Inverter 5 DC Side Voltage Minimum Limit Setting
SPN9362,data,string,DC/AC Accessory Inverter 5 DC Side Current Maximum Limit Setting
SPN9363,data,string,DC/AC Accessory Inverter 5 AC Side RMS Voltage Maximum Limit Setting
SPN9364,data,string,DC/AC Accessory Inverter 5 AC Side RMS Current Maximum Limit Setting
SPN9365,data,string,DC/AC Accessory Inverter 5 Total DC Input Charge
SPN9366,data,string,DC/AC Accessory Inverter 5 Total DC Input Energy
SPN9367,data,string,Engine Actual Exhaust 2 Oxygen
SPN9368,data,string,SLI Battery Pack 1 Battery 1 Capacity Setting
SPN9369,data,string,SLI Battery Pack 1 Battery 2 Capacity Setting
SPN9370,data,string,SLI Battery Pack 1 Battery 3 Capacity Setting
SPN9371,data,string,SLI Battery Pack 1 Battery 4 Capacity Setting
SPN9372,data,string,Engine Idle Management Pending Event Lamp Command
SPN9373,data,string,Automatic Start Request Inhibit Indicator
SPN9374,data,string,Engine Idle Management Pending Event Override
SPN9375,data,string,Instantaneous Estimated Engine Power Rate Limit
SPN9376,data,string,Engine Crankshaft Damper
SPN9377,data,string,Engine Idle Management Active Total Time
SPN9378,data,string,Engine Speed Low Indicator Output
SPN9379,data,string,Engine Exhaust Gas Recirculation 1 Cooler Intake Pressure
SPN9380,data,string,Engine Exhaust Gas Recirculation 2 Cooler Intake Pressure
SPN9381,data,string,SHM Version
SPN9382,data,string,Sequence Number
SPN9383,data,string,SDM Data CRC
SPN9384,data,string,Inverted SDM Source Address
SPN9385,data,string,Inverted SDM PS Value
SPN9386,data,string,Inverted SDM PF Value
SPN9387,data,string,Inverted SDM Data Page
SPN9388,data,string,Inverted SDM Extended Data Page
SPN9389,data,string,Inverted SDM Priority
SPN9390,data,string,Serial Peripheral Interface (SPI) Bus
SPN9391,data,string,Transmission Load Reduction Input
SPN9392,data,string,Accelerator Pedal 1 Low Idle Switch 2
SPN9393,data,string,Engine Response During Transmission Shift
SPN9394,data,string,Engine Torque Response for Drivetrain Protection
SPN9395,data,string,Engine Speed Response for Drivetrain Protection
SPN9396,data,string,Engine Power Level for Drivetrain Protection
SPN9397,data,string,Engine Torque Response for PTO Protection
SPN9398,data,string,Engine Speed Response for PTO Protection
SPN9399,data,string,Engine Response for Manufacturer  Specific Functionality 1
SPN9400,data,string,Engine Response for Manufacturer  Specific Functionality 2
SPN9401,data,string,Propulsion Inverter 1 Internal Power Supply 1 Voltage
SPN9402,data,string,Propulsion Inverter 1 Internal Power Supply 2 Voltage
SPN9403,data,string,Propulsion Inverter 1 Internal Power Supply 3 Voltage
SPN9404,data,string,Propulsion Inverter 1 Internal Power Supply 4 Voltage
SPN9405,data,string,Propulsion Inverter 1 Internal Power Supply 5 Voltage
SPN9406,data,string,Propulsion Inverter 1 Internal Power Supply 6 Voltage
SPN9407,data,string,Propulsion Inverter 1 Internal Power Supply 7 Voltage
SPN9408,data,string,Propulsion Inverter 1 Internal Power Supply 8 Voltage
SPN9409,data,string,Propulsion Inverter 2 Internal Power Supply 1 Voltage
SPN9410,data,string,Propulsion Inverter 2 Internal Power Supply 2 Voltage
SPN9411,data,string,Propulsion Inverter 2 Internal Power Supply 3 Voltage
SPN9412,data,string,Propulsion Inverter 2 Internal Power Supply 4 Voltage
SPN9413,data,string,Propulsion Inverter 2 Internal Power Supply 5 Voltage
SPN9414,data,string,Propulsion Inverter 2 Internal Power Supply 6 Voltage
SPN9415,data,string,Propulsion Inverter 2 Internal Power Supply 7 Voltage
SPN9416,data,string,Propulsion Inverter 2 Internal Power Supply 8 Voltage
SPN9417,data,string,Propulsion Inverter 1 Serial Peripheral Interface (SPI) Bus
SPN9418,data,string,Propulsion Inverter 2 Serial Peripheral Interface (SPI) Bus
SPN9419,data,string,HVES1 Module 1 State of Health
SPN9420,data,string,HVES1 Module 2 State of Health
SPN9421,data,string,HVES1 Module 3 State of Health
SPN9422,data,string,HVES1 Module 4 State of Health
SPN9423,data,string,HVES1 Module 5 State of Health
SPN9424,data,string,HVES1 Module 6 State of Health
SPN9425,data,string,HVES1 Module 7 State of Health
SPN9426,data,string,HVES1 Module 8 State of Health
SPN9427,data,string,HVES1 Module 9 State of Health
SPN9428,data,string,HVES1 Module 10 State of Health
SPN9429,data,string,HVES1 Module 11 State of Health
SPN9430,data,string,HVES1 Module 12 State of Health
SPN9431,data,string,HVES1 Module 13 State of Health
SPN9432,data,string,HVES1 Module 14 State of Health
SPN9433,data,string,HVES1 Module 15 State of Health
SPN9434,data,string,HVES1 Module 16 State of Health
SPN9435,data,string,Hybrid Powertrain Speed Mismatch
SPN9436,data,string,Propulsion Inverter 1 Control Module
SPN9437,data,string,Propulsion Inverter 2 Control Module
SPN9438,data,string,Joystick System
SPN9439,data,string,Joystick 1 Module
SPN9440,data,string,Joystick 2 Module
SPN9441,data,string,Joystick 3 Module
SPN9442,data,string,Joystick 4 Module
SPN9443,data,string,Joystick 5 Module
SPN9444,data,string,Joystick 6 Module
SPN9445,data,string,Keypad System
SPN9446,data,string,Keypad 2
SPN9447,data,string,Keypad 3
SPN9448,data,string,Keypad 4
SPN9449,data,string,Keypad 5
SPN9450,data,string,Keypad 6
SPN9451,data,string,Steering Helm System
SPN9452,data,string,Steering Helm 1 Module
SPN9453,data,string,Steering Helm 2 Module
SPN9454,data,string,Steering Helm 3 Module
SPN9455,data,string,Steering Helm 1 Module Port Communication
SPN9456,data,string,Steering Helm 2 Module Port Communication
SPN9457,data,string,Steering Helm 3 Module Port Communication
SPN9458,data,string,Steering Helm 1 Module Starboard Communication
SPN9459,data,string,Steering Helm 2 Module Starboard Communication
SPN9460,data,string,Steering Helm 3 Module Starboard Communication
SPN9461,data,string,Throttle Lever Module System
SPN9462,data,string,Throttle Lever Module 1
SPN9463,data,string,Throttle Lever Module 2
SPN9464,data,string,Throttle Lever Module 3
SPN9465,data,string,Throttle Lever Module 1 Port Lever
SPN9466,data,string,Throttle Lever Module 1 Starboard Lever
SPN9467,data,string,Throttle Lever Module 2 Port Lever
SPN9468,data,string,Throttle Lever Module 2 Starboard Lever
SPN9469,data,string,Throttle Lever Module 3 Port Lever
SPN9470,data,string,Throttle Lever Module 3 Starboard Lever
SPN9471,data,string,Transmission 1 Control Module
SPN9472,data,string,Transmission 2 Control Module
SPN9473,data,string,Transmission 3 Control Module
SPN9474,data,string,Transmission 4 Control Module
SPN9475,data,string,Transmission 2 Oil Pressure
SPN9476,data,string,Transmission 3 Oil Pressure
SPN9477,data,string,Transmission 4 Oil Pressure
SPN9478,data,string,Transmission 2 Input Shaft Speed
SPN9479,data,string,Transmission 3 Input Shaft Speed
SPN9480,data,string,Transmission 4 Input Shaft Speed
SPN9481,data,string,Transmission 2 Output Shaft Speed
SPN9482,data,string,Transmission 3 Output Shaft Speed
SPN9483,data,string,Transmission 4 Output Shaft Speed
SPN9484,data,string,Transmission 3 Oil Temperature
SPN9485,data,string,Transmission 4 Oil Temperature
SPN9486,data,string,Transmission 3 Forward Solenoid Valve
SPN9487,data,string,Transmission 4 Forward Solenoid Valve
SPN9488,data,string,Transmission 3 Reverse Solenoid Valve
SPN9489,data,string,Transmission 4 Reverse Solenoid Valve
SPN9490,data,string,Steering Angle Drive Motor 1
SPN9491,data,string,Steering Angle Drive Motor 2
SPN9492,data,string,Steering Angle Drive Motor 3
SPN9493,data,string,Steering Angle Drive Motor 4
SPN9494,data,string,Steering Angle Drive Motor 1 Temperature
SPN9495,data,string,Steering Angle Drive Motor 2 Temperature
SPN9496,data,string,Steering Angle Drive Motor 3 Temperature
SPN9497,data,string,Steering Angle Drive Motor 4 Temperature
SPN9498,data,string,Steering Angle Drive Motor 1 
SPN9499,data,string,Steering Angle Drive Motor 2 
SPN9500,data,string,Steering Angle Drive Motor 3 
SPN9501,data,string,Steering Angle Drive Motor 4 
SPN9502,data,string,Propeller 1 Speed
SPN9503,data,string,Propeller 2 Speed
SPN9504,data,string,Propeller 3 Speed
SPN9505,data,string,Propeller 4 Speed
SPN9506,data,string,Proprietary Network 3
SPN9507,data,string,Proprietary Network 4
SPN9508,data,string,ECU 3 Interface Mismatch
SPN9509,data,string,ECU 4 Interface Mismatch
SPN9510,data,string,Accelerator Pedal  4
SPN9511,data,string,J1939 Network #11
SPN9512,data,string,Operator Control Panel (OCP) 2
SPN9513,data,string,Operator Control Panel (OCP) 3
SPN9514,data,string,Operator Control Panel (OCP) 4
SPN9515,data,string,DC/DC 1 Low Side Voltage Buck Default Setpoint
SPN9516,data,string,DC/DC 2 Low Side Voltage Buck Default Setpoint
SPN9517,data,string,DC/DC 3 Low Side Voltage Buck Default Setpoint
SPN9518,data,string,DC/DC 4 Low Side Voltage Buck Default Setpoint
SPN9519,data,string,DC/DC 1 Low Side Voltage Buck Default Setting
SPN9520,data,string,DC/DC 2 Low Side Voltage Buck Default Setting
SPN9521,data,string,DC/DC 3 Low Side Voltage Buck Default Setting
SPN9522,data,string,DC/DC 4 Low Side Voltage Buck Default Setting
SPN9523,data,string,DC/AC Accessory Inverter 1 AC Side Default Frequency Request
SPN9524,data,string,DC/AC Accessory Inverter 2 AC Side Default Frequency Request
SPN9525,data,string,DC/AC Accessory Inverter 3 AC Side Default Frequency Request
SPN9526,data,string,DC/AC Accessory Inverter 4 AC Side Default Frequency Request
SPN9527,data,string,DC/AC Accessory Inverter 5 AC Side Default Frequency Request
SPN9528,data,string,DC/AC Accessory Inverter 1 AC Side Motor Starting RMS Voltage Request
SPN9529,data,string,DC/AC Accessory Inverter 1 DC Side Voltage Maximum Limit Request
SPN9530,data,string,DC/AC Accessory Inverter 1 DC Side Current Minimum Limit Request
SPN9531,data,string,DC/AC Accessory Inverter 1 DC Side Voltage Maximum Limit Setting
SPN9532,data,string,DC/AC Accessory Inverter 1 DC Side Current Minimum Limit Setting
SPN9533,data,string,DC/AC Accessory Inverter 1 AC Side Default Frequency Command Setting
SPN9534,data,string,DC/AC Accessory Inverter 2 AC Side Motor Starting RMS Voltage Request
SPN9535,data,string,DC/AC Accessory Inverter 2 DC Side Voltage Maximum Limit Request
SPN9536,data,string,DC/AC Accessory Inverter 2 DC Side Current Minimum Limit Request
SPN9537,data,string,DC/AC Accessory Inverter 2 DC Side Voltage Maximum Limit Setting
SPN9538,data,string,DC/AC Accessory Inverter 2 DC Side Current Minimum Limit Setting
SPN9539,data,string,DC/AC Accessory Inverter 2 AC Side Default Frequency Command Setting
SPN9540,data,string,DC/AC Accessory Inverter 3 AC Side Motor Starting RMS Voltage Request
SPN9541,data,string,DC/AC Accessory Inverter 3 DC Side Voltage Maximum Limit Request
SPN9542,data,string,DC/AC Accessory Inverter 3 DC Side Current Minimum Limit Request
SPN9543,data,string,DC/AC Accessory Inverter 3 DC Side Voltage Maximum Limit Setting
SPN9544,data,string,DC/AC Accessory Inverter 3 DC Side Current Minimum Limit Setting
SPN9545,data,string,DC/AC Accessory Inverter 3 AC Side Default Frequency Command Setting
SPN9546,data,string,DC/AC Accessory Inverter 4 AC Side Motor Starting RMS Voltage Request
SPN9547,data,string,DC/AC Accessory Inverter 4 DC Side Voltage Maximum Limit Request
SPN9548,data,string,DC/AC Accessory Inverter 4 DC Side Current Minimum Limit Request
SPN9549,data,string,DC/AC Accessory Inverter 4 DC Side Voltage Maximum Limit Setting
SPN9550,data,string,DC/AC Accessory Inverter 4 DC Side Current Minimum Limit Setting
SPN9551,data,string,DC/AC Accessory Inverter 4 AC Side Default Frequency Command Setting
SPN9552,data,string,DC/AC Accessory Inverter 5 AC Side Motor Starting RMS Voltage Request
SPN9553,data,string,DC/AC Accessory Inverter 5 DC Side Voltage Maximum Limit Request
SPN9554,data,string,DC/AC Accessory Inverter 5 DC Side Current Minimum Limit Request
SPN9555,data,string,DC/AC Accessory Inverter 5 DC Side Voltage Maximum Limit Setting
SPN9556,data,string,DC/AC Accessory Inverter 5 DC Side Current Minimum Limit Setting
SPN9557,data,string,DC/AC Accessory Inverter 5 AC Side Default Frequency Command Setting
SPN9558,data,string,DC/DC 1 Controller Input Ignition Voltage
SPN9559,data,string,DC/DC 1 Controller Input SLI Voltage
SPN9560,data,string,DC/DC 2 Controller Input Ignition Voltage
SPN9561,data,string,DC/DC 2 Controller Input SLI Voltage
SPN9562,data,string,DC/DC 3 Controller Input Ignition Voltage
SPN9563,data,string,DC/DC 3 Controller Input SLI Voltage
SPN9564,data,string,DC/DC 4 Controller Input Ignition Voltage
SPN9565,data,string,DC/DC 4 Controller Input SLI Voltage
SPN9566,data,string,Transmission Shift Solenoid 5
SPN9567,data,string,Transmission Shift Solenoid 6
SPN9569,data,string,Remote Road Speed Limit Request
SPN9570,data,string,Economy Mode Total Estimated Fuel Saved
SPN9571,data,string,Economy Mode Trip Estimated Fuel Saved
SPN9572,data,string,Economy Mode Total Fuel Used
SPN9573,data,string,Economy Mode Trip Fuel Used
SPN9574,data,string,Economy Mode Total Hours Active
SPN9575,data,string,Economy Mode Trip Hours Active
SPN9576,data,string,Economy Mode Estimated Instantaneous Fuel Savings Rate
SPN9577,data,string,Economy Mode Estimated Instantaneous Fuel Savings Rate Percent
SPN9578,data,string,Economy Mode Total Hours Inactive
SPN9579,data,string,Economy Mode Trip Hours Inactive
SPN9580,data,string,HVES1 Bus Voltage Negative to Chassis Ground Voltage
SPN9581,data,string,HVES1 Voltage Level Negative to Chassis Ground Voltage
SPN9582,data,string,DC/AC Accessory Inverter 1 DC Side Negative to Chassis Ground Voltage
SPN9583,data,string,DC/AC Accessory Inverter 2 DC Side Negative to Chassis Ground Voltage
SPN9584,data,string,DC/AC Accessory Inverter 3 DC Side Negative to Chassis Ground Voltage
SPN9585,data,string,DC/AC Accessory Inverter 4 DC Side Negative to Chassis Ground Voltage
SPN9586,data,string,DC/AC Accessory Inverter 5 DC Side Negative to Chassis Ground Voltage
SPN9587,data,string,DC/DC 1 High Side Negative to Chassis Ground Voltage
SPN9588,data,string,DC/DC 2 High Side Negative to Chassis Ground Voltage
SPN9589,data,string,DC/DC 3 High Side Negative to Chassis Ground Voltage
SPN9590,data,string,DC/DC 4 High Side Negative to Chassis Ground Voltage
SPN9591,data,string,Engine Pre  Chamber Fuel Valve 1 Duration
SPN9592,data,string,Engine Pre  Chamber Fuel Valve 2 Duration
SPN9593,data,string,Engine Pre  Chamber Fuel Valve 3 Duration
SPN9594,data,string,Engine Pre  Chamber Fuel Valve 4 Duration
SPN9595,data,string,Engine Pre  Chamber Fuel Valve 5 Duration
SPN9596,data,string,Engine Pre  Chamber Fuel Valve 6 Duration
SPN9597,data,string,Engine Pre  Chamber Fuel Valve 7 Duration
SPN9598,data,string,Engine Pre  Chamber Fuel Valve 8 Duration
SPN9599,data,string,Engine Pre  Chamber Fuel Valve 9 Duration
SPN9600,data,string,Engine Pre  Chamber Fuel Valve 10 Duration
SPN9601,data,string,Engine Pre  Chamber Fuel Valve 11 Duration
SPN9602,data,string,Engine Pre  Chamber Fuel Valve 12 Duration
SPN9603,data,string,Engine Pre  Chamber Fuel Valve 13 Duration
SPN9604,data,string,Engine Pre  Chamber Fuel Valve 14 Duration
SPN9605,data,string,Engine Pre  Chamber Fuel Valve 15 Duration
SPN9606,data,string,Engine Pre  Chamber Fuel Valve 16 Duration
SPN9607,data,string,Engine Pre  Chamber Fuel Valve 17 Duration
SPN9608,data,string,Engine Pre  Chamber Fuel Valve 18 Duration
